	FOLDER	IN FILE	CLIP LENGTH	CHANNEL	OFFSET	DURATION	SAMPLE RATE	MANUAL ID	CONFIDENCE
0	./COSMOS	XC87449_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus_subcervinus.mp3	23.2956	0	0.0	3.0	44100	Celeus grammicus	0.0
1	./COSMOS	XC87449_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus_subcervinus.mp3	23.2956	0	3.0	3.0	44100	Celeus grammicus	0.0
2	./COSMOS	XC87449_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus_subcervinus.mp3	23.2956	0	9.0	3.0	44100	Celeus grammicus	0.0
3	./COSMOS	XC87449_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus_subcervinus.mp3	23.2956	0	12.0	3.0	44100	Celeus grammicus	0.0
4	./COSMOS	XC87449_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus_subcervinus.mp3	23.2956	0	18.0	3.0	44100	Celeus grammicus	0.0
5	./COSMOS	XC87450_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus_subcervinus.mp3	28.8779	0	0.0	3.0	44100	Celeus grammicus	0.0
6	./COSMOS	XC87450_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus_subcervinus.mp3	28.8779	0	12.0	3.0	44100	Celeus grammicus	0.0
7	./COSMOS	XC87450_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus_subcervinus.mp3	28.8779	0	24.0	3.0	44100	bird	0.0
8	./COSMOS	XC91204_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	10.0642	0	0.0	3.0	44100	No class of interest	0.0
9	./COSMOS	XC91204_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	10.0642	0	3.0	3.0	44100	No class of interest	0.0
10	./COSMOS	XC91204_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	10.0642	0	6.0	3.0	44100	No class of interest	0.0
11	./COSMOS	XC129963_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	50.5687	0	0.0	3.0	48000	Celeus grammicus	0.0
12	./COSMOS	XC129963_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	50.5687	0	3.0	3.0	48000	Celeus grammicus	0.0
13	./COSMOS	XC129963_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	50.5687	0	9.0	3.0	48000	Celeus grammicus	0.0
14	./COSMOS	XC129963_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	50.5687	0	12.0	3.0	48000	Celeus grammicus	0.0
15	./COSMOS	XC129963_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	50.5687	0	15.0	3.0	48000	Celeus grammicus	0.0
16	./COSMOS	XC129963_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	50.5687	0	18.0	3.0	48000	Celeus grammicus	0.0
17	./COSMOS	XC129963_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	50.5687	0	30.0	3.0	48000	Celeus grammicus	0.0
18	./COSMOS	XC129963_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	50.5687	0	33.0	3.0	48000	Celeus grammicus	0.0
19	./COSMOS	XC129963_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	50.5687	0	39.0	3.0	48000	Celeus grammicus	0.0
20	./COSMOS	XC129963_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	50.5687	0	42.0	3.0	48000	Celeus grammicus	0.0
21	./COSMOS	XC129963_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	50.5687	0	45.0	3.0	48000	Celeus grammicus	0.0
22	./COSMOS	XC148040_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	38.72	0	0.0	3.0	44100	bird	0.0
23	./COSMOS	XC148040_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	38.72	0	3.0	3.0	44100	bird	0.0
24	./COSMOS	XC148040_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	38.72	0	6.0	3.0	44100	bird	0.0
25	./COSMOS	XC148040_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	38.72	0	9.0	3.0	44100	bird	0.0
26	./COSMOS	XC148040_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	38.72	0	12.0	3.0	44100	bird	0.0
27	./COSMOS	XC148040_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	38.72	0	18.0	3.0	44100	bird	0.0
28	./COSMOS	XC148040_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	38.72	0	21.0	3.0	44100	bird	0.0
29	./COSMOS	XC148040_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	38.72	0	24.0	3.0	44100	bird	0.0
30	./COSMOS	XC148040_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	38.72	0	27.0	3.0	44100	bird	0.0
31	./COSMOS	XC148040_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	38.72	0	30.0	3.0	44100	bird	0.0
32	./COSMOS	XC148280_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	21.8133	0	6.0	3.0	44100	Celeus grammicus	0.0
33	./COSMOS	XC148370_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	11.2133	0	3.0	3.0	44100	bird	0.0
34	./COSMOS	XC148372_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	30.3067	0	3.0	3.0	44100	Celeus grammicus	0.0
35	./COSMOS	XC148372_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	30.3067	0	6.0	3.0	44100	Celeus grammicus	0.0
36	./COSMOS	XC148372_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	30.3067	0	15.0	3.0	44100	Celeus grammicus	0.0
37	./COSMOS	XC148372_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	30.3067	0	18.0	3.0	44100	Celeus grammicus	0.0
38	./COSMOS	XC148374_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	10.7467	0	0.0	3.0	44100	Celeus grammicus	0.0
39	./COSMOS	XC148374_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	10.7467	0	3.0	3.0	44100	Celeus grammicus	0.0
40	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	0.0	3.0	44100	Celeus grammicus	0.0
41	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	9.0	3.0	44100	bird	0.0
42	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	12.0	3.0	44100	bird	0.0
43	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	45.0	3.0	44100	bird	0.0
44	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	48.0	3.0	44100	bird	0.0
45	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	54.0	3.0	44100	bird	0.0
46	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	57.0	3.0	44100	bird	0.0
47	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	63.0	3.0	44100	bird	0.0
48	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	69.0	3.0	44100	Celeus grammicus	0.0
49	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	78.0	3.0	44100	Celeus grammicus	0.0
50	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	81.0	3.0	44100	Celeus grammicus	0.0
51	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	84.0	3.0	44100	bird	0.0
52	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	87.0	3.0	44100	bird	0.0
53	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	96.0	3.0	44100	Celeus grammicus	0.0
54	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	99.0	3.0	44100	Celeus grammicus	0.0
55	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	102.0	3.0	44100	Celeus grammicus	0.0
56	./COSMOS	XC148376_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	121.4	0	111.0	3.0	44100	Celeus grammicus	0.0
57	./COSMOS	XC148380_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	14.8667	0	0.0	3.0	44100	Celeus grammicus	0.0
58	./COSMOS	XC148380_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	14.8667	0	3.0	3.0	44100	Celeus grammicus	0.0
59	./COSMOS	XC148384_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	33.6933	0	3.0	3.0	44100	bird	0.0
60	./COSMOS	XC148384_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	33.6933	0	6.0	3.0	44100	bird	0.0
61	./COSMOS	XC148384_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	33.6933	0	9.0	3.0	44100	bird	0.0
62	./COSMOS	XC148384_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	33.6933	0	12.0	3.0	44100	Celeus grammicus	0.0
63	./COSMOS	XC148384_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	33.6933	0	15.0	3.0	44100	bird	0.0
64	./COSMOS	XC148384_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	33.6933	0	18.0	3.0	44100	bird	0.0
65	./COSMOS	XC148384_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	33.6933	0	24.0	3.0	44100	Celeus grammicus	0.0
66	./COSMOS	XC148385_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	11.96	0	0.0	3.0	44100	Celeus grammicus	0.0
67	./COSMOS	XC148385_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	11.96	0	3.0	3.0	44100	Celeus grammicus	0.0
68	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	0.0	3.0	44100	Celeus grammicus	0.0
69	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	3.0	3.0	44100	Celeus grammicus	0.0
70	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	6.0	3.0	44100	bird	0.0
71	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	9.0	3.0	44100	bird	0.0
72	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	12.0	3.0	44100	Celeus grammicus	0.0
73	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	15.0	3.0	44100	Celeus grammicus	0.0
74	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	18.0	3.0	44100	Celeus grammicus	0.0
75	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	21.0	3.0	44100	bird	0.0
76	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	24.0	3.0	44100	bird	0.0
77	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	27.0	3.0	44100	bird	0.0
78	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	30.0	3.0	44100	bird	0.0
79	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	33.0	3.0	44100	bird	0.0
80	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	39.0	3.0	44100	Celeus grammicus	0.0
81	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	42.0	3.0	44100	bird	0.0
82	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	45.0	3.0	44100	bird	0.0
83	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	48.0	3.0	44100	bird	0.0
84	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	51.0	3.0	44100	bird	0.0
85	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	54.0	3.0	44100	bird	0.0
86	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	57.0	3.0	44100	bird	0.0
87	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	60.0	3.0	44100	Celeus grammicus	0.0
88	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	63.0	3.0	44100	bird	0.0
89	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	66.0	3.0	44100	Celeus grammicus	0.0
90	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	69.0	3.0	44100	Celeus grammicus	0.0
91	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	72.0	3.0	44100	bird	0.0
92	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	75.0	3.0	44100	Celeus grammicus	0.0
93	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	78.0	3.0	44100	bird	0.0
94	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	81.0	3.0	44100	bird	0.0
95	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	84.0	3.0	44100	Celeus grammicus	0.0
96	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	87.0	3.0	44100	Celeus grammicus	0.0
97	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	90.0	3.0	44100	bird	0.0
98	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	93.0	3.0	44100	bird	0.0
99	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	96.0	3.0	44100	bird	0.0
100	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	99.0	3.0	44100	Celeus grammicus	0.0
101	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	102.0	3.0	44100	bird	0.0
102	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	105.0	3.0	44100	bird	0.0
103	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	108.0	3.0	44100	bird	0.0
104	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	111.0	3.0	44100	bird	0.0
105	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	114.0	3.0	44100	bird	0.0
106	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	117.0	3.0	44100	bird	0.0
107	./COSMOS	XC148386_-_Scaly-breasted_Woodpecker_-_Celeus_grammicus.mp3	186.413	0	120.0	3.0	44100	bird	0.0
